Id	idConcept	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	UF1	UF2	UF3	UF4	UF5	UF6	UF7	RT1	RT2	RT3	RT4	RT5	RT6	RT7	RT8	RT9	RT10	RT11	RT12	RT13	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	NOTE3	NOTE4	
727	177757					vantail						battant	ventail																									Panneau plein, châssis vitré ou grille de fermeture pivotant sur des gonds(Wikipédia).			
728	16500				pylône																											pilón(es)	pilone egizio(it)	pylon(en)	Pylon(de)	pyloon(nl)	بوابة ضخمة(ar)	Porte monumentale placée à l'entrée des temples égyptiens (Lar.)			
729	16503				pyramidion																											piramidón(es)	pyramidion(en)	pyramidion(it)	pyramidion(nl)	Pyramidion(de)	قمة هرمية(ar)	Petite pyramide qui sert de couronnement aux obélisques et aux pyramides de l'Égypte pharaonique. (Lar.)			
730	155816				salle d'apparat							aula magna	grand-salle	salle de banquet	salle de réception				château	manoir	palais											salón de aparato(es)	state room(en)					grande pièce (ou une série de pièces) destinée aux réceptions d’apparat (banquets, grandes assemblées privées et officielles, d'où son autre nom de salle de réception ou salle de banquet) des résidences de nobles (manoir, palais, château) et où, parfois, le seigneur rend justice (wikipedia)	source : revue Archéologie médiévale		
731	16805				salle hypostyle																											Hypostyl(de)	hypostyle hall(en)	hypostylzaal(nl)	ipostilo(it)	sala de columnas(es)	قاعة معمدة(ar)	Salle dont le plafond est soutenu par des colonnes (Rob.)			
732	17661		élément architectural									décor architectural	décoration architectonique	élément architectonique	ornement architectural	sculpture architectonique	sculpture architecturale	sculpture ornementale	motif décoratif	sculpture												architecturaal element(nl)	architectural element(en)	Architekturelemente(de)	elemento architettonico(it)	elemento arquitectural(es)	عناصر هندسية(ar)	La sculpture ornementale est un terme qui désigne l'utilisation de la sculpture en ornement dans des productions architecturales: bâtiment, pont, mausolée ou de tout autre monument.(WP le 27/11/18)			
733	13097			acrotère																												acrótera(es)	acroterio(it)	acroterion(nl)	acroterium(en)	Akroterion(de)	قاعدة التمثال(ar)	Ornement saillant aux angles d'un fronton, éventuellement sur un socle (Lar.)			
734	13246			antéfixe																												antefija(es)	antefissa(it)	antefix(nl)	Antefix(de)	antefix tile(en)	ساترة القرميد(ar)	Motif ornemental sur la toiture (Lar.)			
735	13823			chapiteau																												capitel(es)	capitello(it)	chapiter(en)	Kapitell(de)	kapittel(nl)	تاج العمود(ar)	Elément évasé placé au dessus d'un support et destiné à recevoir une architrave ou le départ d'un arc (Lar.)			
736	18191			cheminée																												camino(it)	chimenea(es)	Kamin(de)	mantelpiece(en)	schoorsteen(nl)	موقد(ar)	Construction en maçonnerie qui permet d'allumer un feu dans une habitation et se compose d'un foyer (ou âtre) à découvert et d'un conduit ménagé à l'intérieur du mur, et communiquant avec l'extérieur pour laisser s'échapper la fumée et assurer un bon tirage. (ATLIF)			
737	13979			colonnade																												colonnade(en)	colonnade(nl)	colonnato(it)	columnata(es)	Säulenstellung(de)	صف اعمده(ar)	Rangée, simple ou double, de colonnes décorant un édifice ou formant un ensemble architectural. (ATLIF)			
738	13980				colonne														colonne monumentale													colonna(it)	column(en)	columna(es)	Säule(de)	zuil (architecturaal element)(nl)	عمود(ar)	Colonne faisant partie d'un ensemble (BL). Pour une colonne isolée, utiliser colonne monumentale			
739	17132				stylobate																											estilóbato(es)	stilobate(it)	stylobaat(nl)	Stylobat(de)	stylobate(en)	ركيزة مزخرفة(ar)	Piédestal ou soubassement qui porte une rangée de colonnes (Lar.)			
740	150251			corbeau (architecture)																												console(nl)	corbel(en)	Konsole(de)	mensola(it)	ménsula(es)	طنف(ar)	Elément saillant d'un mur, en architecture. (Wikipédia) 			
741	14623			entablement																												cornisamento(es)	entablature(en)	entablement(nl)	Gebälk(de)	trabeazione(it)	نضد البناء(ar)	Ensemble composé de l'architrave, la frise et la corniche (Lar.)			
742	13313				architrave																											architraaf(nl)	Architrav(de)	architrave(en)	architrave(it)	arquitrabe(es)	عتبة(ar)	Partie inférieure de l'entablement qui porte directement sur les chapiteaux des colonnes ou des pilastres (ATLIF)			
743	14111				corniche														modénature													cornice(en)	cornicione(it)	cornisa(es)	Gesims(de)	kroonlijst(nl)	كُورنيش(ar)	Troisième partie de l'entablement ; Bordure, formée d'une ou plusieurs moulures en saillie, couronnant un mur ou un piédestal (ATLIF)			
744	14836				frise														Frise du Parthénon													fregio(it)	fries(nl)	Fries(de)	frieze(en)	friso(es)	إِفْرِيز(ar)	Partie de l'entablement comprise entre l'architrave et la corniche (Lar.)			
745	15857					métope																										metopa(es)	metopa(it)	metope(en)	metope(nl)	Metope(de)	لوح حجري يعلو العتبة(ar)	Panneau, sculpté ou non, d'une frise dorique (Lar.)			
746	14839			fronton																												fronton(nl)	frontón(es)	frontone(it)	Giebel(de)	pediment(en)	جبهية(ar)	Ornement d'architecture, de forme triangulaire ou en segment de cercle, qui surmonte et couronne l'entrée principale d'un édifice. (ATLIF)			
747	24865			gouttière																												alcantarilla(es)	Dachrinne(de)	dakgoot(nl)	grondaia(it)	gutter(en)	ميزاب(ar)	Bord inférieur d'un toit, d'un abri en pente, d'où l'eau goutte ou se déverse quand il pleut. (ATLIF)			
748	15459			linteau																												architrave di finestra(it)	dintel(es)	latei(nl)	lintel(en)	Sturz(de)	ساكِف(ar)	Support horizontal en bois, pierre, métal fermant la partie supérieure d'une baie et soutenant la superstructure. (Lar)			
749	15826			médaillon (architecture)																												medaglione(it)	medaillon(nl)	Medaillon(de)	medallion(en)	medallón(es)	قلادة(ar)	Bas-relief circulaire ou ovale représentant une effigie. (ATLIF)			
750	155818			modénature															corniche	façade	moulure																	Éléments solidaires d'ornementation de la façade dans la continuité des enduits (wikipedia)	source : revue Archéologie médiévale		
751	150249			modillon																												modiglione(it)	modillion(en)	modillón(es)	جامة(ar)			Élément d'architecture qui sert à soutenir une corniche, un avant-toit ou un balcon. Il se différencie du corbeau par le fait qu'il est sculpté (Wikipédia) 			
752	15893			niche																												nicchia(it)	niche(en)	nicho(es)	nis(nl)	Nische(de)	مشكاة(ar)	Emplacement creux, enfoncement pratiqué dans l'épaisseur d'un mur pour y loger une statue, un objet décoratif ou un objet quelconque. (ATLIF)			
753	16240			pilastre																												pijler (dragend element)(nl)	pilaster(en)	Pilaster(de)	pilastra(es)	pilastro(it)	عمود مدمج  في جدار(ar)	Support vertical formé par une faible saillie rectangulaire se détachant d'un mur. Il est généralement muni d'une base et d'un chapiteau.			
754	16242			pilier															colonne monumentale													Pfeiler(de)	pilaar(nl)	pilar(es)	pillar(en)	pilone di edificio(it)	دعام(ar)	Pile de pierres en forme de support vertical isolé, qui le plus généralement soutient un ensemble architectural (ATLIF)			
755	21365			podium																												podio(es)	podio(it)	podium(en)	podium(nl)	Podium(de)	دكة(ar)	Mur très épais constituant une plate-forme sur laquelle sont établis les premiers rangs des gradins. (Musée d'Argentomagus)			
756	155653			sablière (charpente)																																		En charpente, une panne sablière est une poutre placée horizontalement à la base du versant de toiture, sur le mur de façade. Dans un pan de bois, la sablière est la poutre horizontale qui sépare les étages entre eux et reprend les charges du plancher en plus des charges verticales transmises avec les décharges (Wikipedia).			
757	155825			terrasse (architecture)															terrasse													terrace (building)(en)						Dans une habitation ou un édifice dont un niveau est en retrait par rapport au niveau inférieur, plate-forme en plein air formée par le toit de niveau inférieur; comble plat sur lequel on peut se tenir; espace découvert, maçonné, attenant à un édifice, surélevé par rapport au niveau du sol (cnrtl)			
758	150755			tympan																												timpaan(nl)	timpano(it)	tímpano(es)	Tympanon(de)	tympanum(en)	طبلة(ar)	Surface verticale triangulaire délimitée par les corniches rampantes et la corniche horizontale d'un fronton. Il désigne aussi la partie verticale d'un portail, comprise entre le linteau et un arc plein-cintre ou une voûte d'ogive. Il est surmonté par des archivoltes. (Wikipédia)			
759	155819			vitrerie (architecture)								verre à vitre	vitre						atelier de verrier	vitrerie (artisanat)	technologie du verre	vitrail	objet en verre	fenêtre								glazing (window)(en)						Ensemble des vitres qui garnissent une demeure, un édifice public ou religieux (Wikipédia)	source : revue Archéologie médiévale	Pour ce qui concerne la fabrication de la vitrerie, utiliser verrerie	
760	13291		style d'architecture									architecture style																				architecturale stijl(nl)	Architekturstil(de)	estilo de arquitectura(es)	stile d'architettura(it)	style of architecture(en)	طراز معماري(ar)				
761	13293			architecture chrétienne															architecture religieuse													architettura cristiana(it)	arquitectura cristiana(es)	christelijke architectuur(nl)	Christian architecture(en)	Christliche Architektur(de)	عمارة مسيحية(ar)				
762	13292				architecture byzantine																											architettura bizantina(it)	arquitectura bizantina(es)	Byzantijnse architectuur(nl)	Byzantine architecture(en)	Byzantinische Baukunst(de)	عمارة بيزنطية(ar)	A pour berceau l'Empire byzantin et il est d'usage de réserver ce terme aux monuments élevés à partir du règne de Justinien. L'architecture byzantine est caractérisée par les coupoles sur pendentifs en brique. Les extérieurs sont enduits sobrement, alors que les intérieurs sont décorés de mosaïques aux couleurs vives et de lambris de panneaux de marqueterie de marbre. (Wikipédia)			
763	246264					plan byzantin						église byzantine (architecture)																													
764	13298				architecture gothique																											architettura gotica(it)	arquitectura gótica(es)	Gothic architecture(en)	Gothische Baukunst(de)	gotische architectuur(nl)	عمارة  قوطية(ar)				
765	13306				architecture paléochrétienne																											architettura paleocristiana(it)	arquitectura paleo cristiana(es)	Early Christian architecture(en)	Frühchristliche Baukunst(de)	vroegchristelijke architectur(nl)	عمارة  المسيحية المبكرة(ar)				
766	13311				architecture romane																											architettura romanica(it)	arquitectura romana(es)	romaanse architectuur(nl)	Romanesque architecture(en)	Romanische Baukunst(de)	عمارة رمانية (ar)				
767	246215			architecture égyptienne								architecture de l'Egypte antique							pyramide	Architectes égyptiens																		Pratiques architecturales qui avaient cours pendant plus de trois millénaires pendant la période antique en Egypte. (WP le 04/12/18)			
768	246216			architecture étrusque															Etrusques													Arquitectura etrusca(es)						L'architecture étrusque, comme beaucoup d'autres de ses pratiques culturelles, se caractérise par l'intégration de savoirs précédents, issus des cultures grecque ou plus orientales, puis de leur assimilation en y apportant des modifications, et ensuite de leur transmission et intégration au monde romain. (WP le 04/12/18)			
769	13299			architecture grecque																												architettura greca(it)	arquitectura griega(es)	Greek architecture(en)	Griechische Baukunst(de)	Griekse architectuur(nl)	عمارة يونانية(ar)	Architecture qui prospéra en Grèce à la fin de la période mycénienne (du XIIe) jusqu'au VIIe siècle av. J.-C.			
770	16004				ordre corinthien																											Corinthian order(en)	Korinthische orde(nl)	Korinthische Ordnung(de)	orden corintio(es)	ordine corinzio(it)	طراز معماري كورنتي(ar)	Quatrième des ordres architecturaux de la Grèce ancienne attribué par Vitruve à Callimaque de Corinthe, reconnaissable aux feuilles d'acanthe. (TLF)			
771	16005				ordre dorique							dorique																				Doric order(en)	Dorische orde(nl)	Dorische Ordnung(de)	orden dórico(es)	ordine dorico(it)	طراز معماري  دوري(ar)	Le premier et le plus simple des trois ordres de l'architecture grecque ancienne caractérisé par la colonne cannelée, par le chapiteau sans astragale, à échine nue, de forme évasée, débordant largement le fût de la colonne, et supportant une dalle carrée (l'abaque), enfin par un entablement avec une architrave entièrement lisse et une frise ornée de triglyphes et de métopes. (ATLIF)			
772	150911				ordre éolique							ordre éolien																				Aeolic order(en)	Aeolische orde(nl)	طراز إيولي(ar)				Ordre d'architecture classique originaire d'Asie mineure ayant de nombreux points communs avec l'ordre ionique, mais diffère par son chapiteau où une palmette est située entre deux volutes. (d'après Wikipédia)			
773	16006				ordre ionique							ionique																				Ionic order(en)	Ionische orde(nl)	Ionische Ordnung(de)	orden jónico(es)	ordine ionico(it)	طراز معماري ايوني(ar)	Ordre de l'architecture grecque caractérisé par le chapiteau orné de volutes retombant de deux côtés sur la colonne et sa base moulurée (ATLIF).			
774	13300			architecture ibérique																												architettura iberica(it)	arquitectura ibérica(es)	Iberian architecture(en)	Iberische architectuur(nl)	Iberische Baukunst(de)	عمارة إيبيرية(ar)	Architecture de la péninsule à la pointe du Sud-Est de l’Europe, comprenant à l’heure actuelle Andorre, Espagne, Portugal, Gibraltar et en France la 			
775	13304			architecture islamique								architecture musulmane							architecture religieuse													architettura islamica(it)	arquitectura islámica(es)	Islamische Baukunst(de)	Islamitische architectuur(nl)	Muslim architecture(en)	عمارة إسلامية(ar)	Art de construire (al-bina) développé dans une région s'étendant de l'Espagne à l'Inde entre 622 et le XIXe siècle, le Dar-al-Islam. (Wikipédia)			
776	246217			architecture mésopotamienne																																		Aurenche, 1981 doi : https://doi.org/10.3406/paleo.1981.4297			
777	13302			architecture minoenne																												architettura minoica(it)	arquitectura minoica(es)	Minoan architecture(en)	Minoïsche architectuur(nl)	Minoische Baukunst(de)	عمارة مينوية(ar)	Art de construire pendant la civilisation minoenne qui se développe en Crète de 2700 à 1200 av. J.-C.			
778	217687			architecture mycénienne																												architettura micenea(it)	arquitectura micénica(es)	Myceense architectuur(nl)	Mycenian architecture(en)	Mykenische Architektur(de)		Produit de la civilisation mycenniene, qui s'épanouit en Grèce continentale pendant la période du Helladique récent (1550-1050 av. J.-C.). Elle tire son nom du site de Mycènes, et est présente dans le Péloponnèse, en Grèce centrale et en Thessalie. Elle se caractérisée par l'édification d'ouvrages militaires (remparts, fortifications), de palais-forteresses, et de tombes monumentales. (WP le 21.11.2018)			
779	13308			architecture punique																												architettura punica(it)	arquitectura púnica(es)	Punic architecture(en)	Punische architectuur(nl)	Punische Baukunst(de)	عمارة قرطاجية(ar)	art de construire les bâtiments pour les colonies phéniciennes d'Afrique et principalement à Carthage et aux Carthaginois.			
780	13310			architecture romaine																												architettura romana(it)	arquitectura romana(es)	Roman architecture(en)	Romeinse architectuur(nl)	Römische Baukunst(de)	عمارة رومانية(ar)	L'architecture romaine devait avant tout servir à mettre en valeur la puissance romaine (sous la République) ainsi que l'idéologie impériale, la personne et les vertus de l'empereur et ses dépenses en faveur de ses concitoyens (sous l'Empire). (Wikipédia)			
781	16003				ordre composite																											composiete orde(nl)	composite order(en)	Komposite Ordnung(de)	orden compuesto(es)	ordine composito(it)	طراز معماري مركب(ar)	Se dit d'un ordre qui combine l'ionique et le corinthien. Le plus souvent c’est une combinaison d'une base ionique, d'un fût de colonne dorique, d'un chapiteau ionique ou corinthien. (ER)			
782	16010				ordre toscan																											orden toscano(es)	ordine tuscanico(it)	Toscaanse orde(nl)	Toskanische Ordnung(de)	Tuscan order(en)	طراز معماري توسكاني(ar)	Premier des cinq ordres d'architecture gréco-romaine, proche du dorique mais plus trapu et moins orné, et dont l'origine est attribuée aux Étrusques. (ATLIF)			
783	13312			architecture wisigothique																												architettura visigota(it)	arquitectura visigótica(es)	Visigothic architecture(en)	Visigothische architectuur(nl)	Westgotische Baukunst(de)	عمارة قوطية(ar)	D'inspiration romano-byzantine, l'architecture wisigothe donne des édifices massifs, trapus avec des murs épais en pierres de taille ouvragées, le plus souvent à caractère religieux. (Wikipédia)			
784	14531	défense																	histoire militaire													defence(en)	defensa(es)	difesa(it)	verdediging(nl)	Verteidigungswesen(de)	دِفاع(ar)	Tout ce qui concerne la guerre, l'armée et l'armement (BL)			
785	178391		administration militaire																																						
786	178457			carrière militaire																																		évolution de la carrière dans l'armée ou l'administration militaire			
787	13357		arme																industrie lithique	industrie osseuse	objet	objet métallique										arma(es)	armi(it)	Waffe(de)	wapen(nl)	weapon(en)	سِلاح(ar)				
788	13358			arme défensive																												arma defensiva(es)	arma difensiva(it)	defensive weapon(en)	verdedigingswapen(nl)	Verteidigungswaffe(de)	سِلاح دِفاعي(ar)	Les armes défensives sont les équipements de protection : armure, casque, bouclier, etc… (Wikipédia)			
789	15020				harnachement du guerrier							armure	équipement du guerrier						uniforme													armatura di guerriero(it)	body armour(en)	Kriegerrüstung(de)	krijgsuitrusting(nl)	traje de guerrero(es)	حلَّة المُحارب(ar)				
790	13617					bouclier																										escudo(es)	schild(nl)	Schild(de)	scudo(it)	shield(en)	تُرس(ar)				
791	17443						umbo																									Schildbuckel(de)	schildknop(nl)	umbo(en)	umbo(es)	umbo(it)	بُجرة(ar)	Partie centrale d'un bouclier en forme de demi-sphère ou de cône. Cet élément protégeait la poignée du bouclier et la main,  pouvait être plus ou moins orné. (Musée d'Argentomagus)			
792	13639					brassard																										Armberge(de)	arm-piece(en)	bracciale(it)	brazal(es)	mouwband(nl)	ساعِدة(ar)	Pièce d'armure recouvrant le bras (Lar.)			
793	155820					carquois													flèche													aljaba(es)	faretra(it)	Köcher(de)	pijkoker(nl)	quiver(en)		source : revue Archéologie médiévale	Étuis à flèches (BN)		
794	13767					casque													couvre-chef													casco(es)	elmo(it)	helm(nl)	Helm(de)	helmet(en)	خوذة(ar)				
795	177827						cimier																									cimera (heráldica)(es)	cimiero(it)	crest (heraldry)(en)	Helmkleinod(de)	helmteken(nl)		Ornement (panache, animal, symbole, etc.) fixé sur le sommet d'un casque et d'une coiffure en général (cnrtl)			
796	16113						paragnathide																									cheekpiece(en)	paragnatide(es)	paragnatide(it)	Wangenklappe(de)	wangplaat(nl)	عِذار(ar)				
797	13794					ceinturon													ceinture													cinturón(es)	cinturone(it)	Koppel(de)	sabelriem(nl)	sword-belt(en)	نِطاق(ar)				
798	13616						boucle de ceinturon												boucle de ceinture	boucle												borchia di cinturone(it)	hebilla de cinturón(es)	Koppelschnalle(de)	sabelriemgesp(nl)	sword-belt buckle(en)	إبزيم النطاق(ar)	Système de fermeture constitué d'un anneau traversé par une barre munie d'une pointe de métal (ardillon) ou d'une agrafe et permettant d'assujetir les deux extrémités d'un ceinturon. (d'après Lar.)			
799	14197					cuirasse																										borstharnas(nl)	Brustpanzer(de)	coraza(es)	corazza(it)	cuirass(en)	دِرع(ar)	Pièce de l'armure qui protégaient le dos et la poitrine (Lar.)			
800	14128						cotte de mailles																									coat of mail(en)	cota de malla(es)	Kettenhemd(de)	maglia di ferro(it)	maliënkolder(nl)	زَرَد(ar)	Sorte de tunique faite de petits anneaux de métal (Lar.)			
801	15331					jambière																										beenkap(nl)	Beinschützer(de)	gambiera(it)	greave(en)	resguardo para pierna(es)	ساقيَّة(ar)				
802	13938						cnémide																									cnemid(en)	greba(es)	scheenkap(nl)	Schienbeinschützer(de)	schiniere(it)	طِماق(ar)				
803	13359			arme offensive																												aanvalswapen(nl)	Angriffswaffe(de)	arma ofensiva(es)	arma offensiva(it)	offensive weapon(en)	سلاح هجومي(ar)				
804	36675				arme à feu														projectile													arma da fuoco(it)	arma de fuego(es)	Feuerwaffe(de)	firearm(en)	vuurwapen(nl)	سلاح ناري(ar)	Arme permettant d'envoyer à distance des projectiles, au moyen de gaz produits par la déflagration (combustion rapide et confinée d'un composé chimique détonnant). (Wikipédia)			
805	22781					canon (arme)													boulet													cannon(en)	cannone(it)	cañón (arma)(es)	kanon(nl)	Kanone(de)	مدفع(ar)				
806	14847					fusil																										fucile(it)	fusil(es)	geweer(nl)	Gewehr(de)	gun(en)	بندقية(ar)				
807	35360					mousquet																										moschetto(it)	mosquete(es)	musket(en)	musket(nl)	Muskete(de)	بندقية الفتيلة(ar)	une arme à feu portative à canon long, ancêtre de notre fusil actuel.			
808	16254					pistolet																										pistol(en)	pistola(es)	pistola(it)	Pistole(de)	pistool(nl)	مُسدَّس(ar)				
809	36674				arme blanche																											arma bianca(it)	arma blanca(es)	cold weapon(en)	kalte Waffe(de)	koud wapen(nl)	سلاح أبيض(ar)	Arme dont l'action résulte d'une partie en métal ou autre matériau similaire (il existe des couteaux en obsidienne) ; elle est perforante et/ou tranchante, ou encore contondante, et n'emploie pas la force d'une explosion mais celle d'un humain ou d'un mécanisme quelconque. (Wikipédia)			
810	178117					dague																										daga (arma)(es)	daga (arma)(it)	dagger(en)	Dolch(de)	dolk(nl)		Arme blanche courte à simple ou double tranchant. Elle pouvait être utilisée comme couteau ou comme épée courte (Wikipédia).			
811	178143						dague en langue de carpe																																		
812	17698					épée													fourreau													espada de dos filos(es)	Schwert(de)	spada(it)	sword(en)	zwaard(nl)	سَيف(ar)	Arme blanche à double tranchant composée d'une lame droite en métal pourvue le cas échéant d'une gouttière (dépression longitudinale), d'une poignée et, à certaines époques, d'une garde protégeant la main et d'un pommeau (Wikipédia)			
813	177969						épée à antennes												Protohistoire													antenna sword(en)	Antennenschwert(de)					Type d'épée de l'âge du Bronze dont le pommeau est flanqué de deux longues tiges, plus ou moins enroulées en spirales (Gaucher & Mohen)			
814	178227						épée à languette												âge du Bronze													Griffzungenschwert(de)	grip-tongue sword(en)					Type d'épée dont la partie proximale, en forme de languette, s'insère dans la garde, voire dans la poignée de l'épée. Cette languette peut être de quatre types : simple et large, simple et étroite, bipartie ou tripartite. Dans ce dernier cas, la languette entre également dans la zone du pommeau (PM).			
815	178230							épée de Monza																														Classée dans la famille des épées à languette étroite, la lame se caractérise par une partie proximale comportant à la fois une languette et une soie. La soie est à section circulaire, carrée ou rectangulaire. La languette porte des dispositifs de fixation disposés symétriquement par rapport à l'axe. Ce type n'est connu que par une découverte ancienne (1888) dans la ville italienne éponyme (PM d'après Gaucher & Mohen)			
816	177970							épée en langue de carpe											âge du Bronze													carp's tongue sword(en)						Type d'épée de l'âge du Bronze dont la partie distale, étroite, est nettement séparée du segment tranchant (Gaucher & Mohen).			
817	178226							épée pistilliforme				épée à lame pistilliforme	épée de type pistilliforme						âge du Bronze													leaf shaped blade sword(en)						Type d'épée de l'âge du Bronze dont la largeur de la lame est maximale vers le deuxième tiers de la longueur à partir de la languette (Gaucher & Mohen)			
818	178231								épée de Gündlingen										Hallstatt C	âge du Bronze																					
819	178228						épée à soie																															Type d'épée dont la partie proximale est constituée d'une soie qui traverse la garde, la poignée et le pommeau de l'épée. La soie peut être matée sur le pommeau pour tenir l'assemblage, ou le pommeau peut être soudé sur la soie (PM)			
820	178229						épée pliée												rite funéraire	âge du Fer												ritually bent sword(en)						Coutume consistant à plier les épées avant de les ensevelir avec leur propriétaire pour prévenir toute réutilisation. Apparue dès le premier âge du Fer, cette pratique funéraire se répand à la Tène II sur tout le monde celtique (PM, d'après Lambot 1974)			
821	14883						glaive																									espada(es)	gladio(it)	gladius(nl)	Gladius(de)	short sword(en)	سيف قصير(ar)	Mot emprunté au gaulois cladio, désigne le gladius (latin). Cette épée courte a évolué au fil du temps et couvre une variété de formes (Wikipédia).			
822	151143						spatha																									spatha(en)	spatha(es)	spatha(it)	Spatha(de)	Spatha(nl)		Spatha est le nom grec (spathê) de l'épée longue, utilisé pour désigner l'épée longue romaine tardive, l'épée des grandes invasions et l'épée mérovingienne. Elle se caractérise par une large lame ainsi que par une garde étroite et plate. (Wikipédia)			
823	14697					falcata						falcetta																				falcata(es)	falcata(it)	falcata(nl)	falchion(en)	Sichelschwert(de)	سيف إيبيري(ar)	Arme d'estoc, d'origine ibérique, utilisé par les gladiateurs (environ 60 cm., 0,8 à 1,2 kg). Proche du kopis grec, machaira thrace, kopesh égyptien, koukri népalais (Musée Armes)			
824	14773					flèche													arc	carquois												arrow(en)	flecha(es)	freccia(it)	Pfeil(de)	pijl(nl)	سهم(ar)				
825	16312						pointe de flèche												projectile													arrowhead(en)	Pfeilspitze(de)	pijlpunt(nl)	punta de flecha(es)	punta di freccia(it)	رأس السهم(ar)				
826	16311							pointe de Palmela																								Palmela point(en)	Palmela-punt(nl)	Palmela-Spitze(de)	punta de Palmela(es)	punta di Palmela(it)	رأس بالميلا(ar)				
827	14830					francisque																										francisca(it)	Frankische strijdbijl(nl)	fransisq(en)	Franziska(de)	hacha de armas(es)	فَرَنجية(ar)				
828	15015					hallebarde																										alabarda(es)	alabarda(it)	halberd(en)	hellebaard(nl)	Hellebarde(de)	طَبَر مستطيل(ar)				
829	16308					poignard													fourreau													Poignard(de)	poniard(en)	ponjaard (dolk)(nl)	pugnale(it)	puñal(es)	خنجر(ar)				
830	16778					sabre																										sabel(nl)	Säbel(de)	sable(es)	sabre(en)	sciabola(it)	سيف المبارزة(ar)				
831	16853					scramasaxe													couteau	époque mérovingienne												scramasax(es)	scramasax(it)	scramasax(nl)	Scramasax(de)	seax(en)	خنجر الفِرَنجة(ar)	Long couteau ou sabre à un tranchant, utilisé par les Francs (Rob.)			
832	36708				arme de choc							arme contondante																				سلاح الضَّرب(ar)									
833	24861					masse d'armes																										goedendag(nl)	mace(en)	massa di armi(it)	maza de armas(es)	Streitkolben(de)	صولجان(ar)				
834	15610					massue						tête de massue																				club(en)	Keule(de)	knots(nl)	maza(es)	mazza(it)	هراوة(ar)				
835	36709				arme de jet														projectile													Fernwaffe(de)	ranged weapon(en)	سلاح القذف(ar)				Projectile envoyé à distance par la simple action mécanique des muscles. (Wikipédia)	Modification de la définition le 31/07/2017. PM		
836	27358					boomerang																										boomerang(en)	boomerang(es)	boomerang(it)	boomerang(nl)	Bumerang(de)	بمرنغ(ar)				
837	15337					javelot													sagaie													giavellotto(it)	heavy javelin(en)	jabalina(es)	speer(nl)	Wurfspiess(de)	حربة(ar)	Arme de jet dont la taille est réduite par rapport à la lance (Lar.)			
838	16245						pilum																									pile(en)	pilum(es)	pilum(it)	pilum(nl)	Pilum(de)	رمح ثقيل(ar)	Lourd javelot utilisé comme pique ou comme arme de jet (Lar.)			
839	15394					lance																										lancia(it)	lans(nl)	lanza(es)	Lanze(de)	spear(en)	رمح(ar)	Arme d'hast à long manche et fer pointu (Lar.)			
840	16313						pointe de lance					fer de lance							projectile													lanspunt(nl)	Lanzenspitze(de)	punta de lanza(es)	punta di lancia(it)	spearhead(en)	رأس الرمح(ar)				
841	155646				arme de trait																																	Arme permettant d'envoyer un projectile à distance par l'intermédiaire d'un mécanisme (Wikipedia).			
842	13274					arbalète													carreau d'arbalète													Armbrust(de)	balestra(it)	ballesta(es)	crossbow(en)	kruisboog(nl)	بِرقيل(ar)	Arc d'acier, monté sur un fût et se bandant avec un ressort (Lar.)	Déplacement depuis ARME DE JET vers ARME DE TRAIT le 31/07/2017. PM		
843	13280					arc													flèche	tir à l'arc												arco(es)	arco(it)	Bogen(de)	boog(nl)	bow(en)	قوس(ar)	Terme utilisé uniquement pour l'arme (BL). Pour l'architecture préciser le terme.	Déplacé depuis ARME DE JET vers ARME DE TRAIT le 31/07/2017. PM		
844	38513					fronde													balle de fronde													fromboliere(it)	honda(es)	Schleuder(de)	sling(en)	slinger(nl)	مِقلاع(ar)	Arme utilisant la force centrifuge, composée d'une bande de cuir formant poche, prolongée à chaque extrémité par une lanière, et dans laquelle on place le projectile à lancer. (TLF) 	Déplacé depuis ARME DE JET vers ARME DE TRAIT le 31/07/2017. PM		
845	16442					propulseur																										propeller(en)	propeller(nl)	propulsor(es)	propulsore(it)	Speerschleuder(de)	داسِر(ar)	Arme qui a pour but d'augmenter la vitesse initiale du projectile, donc son efficacité (Dic. de la Préhistoire)	Déplacé depuis ARME DE JET vers ARME DE TRAIT le 31/07/2017. PM		
846	24051				artillerie																											artiglieria(it)	artillería(es)	Artillerie(de)	artillery(en)	geschut(nl)	مدفعية(ar)				
847	178307					artillerie navale																										artillería naval(es)	naval artillery(en)	Schiffsartillerie(de)				terme réservé à l'artillerie présente sur les navires de guerre			
848	22781					canon (arme)													boulet													cannon(en)	cannone(it)	cañón (arma)(es)	kanon(nl)	Kanone(de)	مدفع(ar)				
849	14828				fourreau														poignard	épée												fodero di spada(it)	schede(nl)	Schwertscheide(de)	sheath(en)	vaina(es)	غِمد(ar)	Gaine allongée, étui de protection et de rangement (d'un objet généralement de même forme), en métal, en cuir ou en matière souple (cntrl)			
850	13625					bouterolle																										bouterolle(nl)	chape(en)	Ortband(de)	puntale(it)	punzón(es)	حشوة الغِمد(ar)				
