Id	idConcept	N1	N2	N3	N4	N5	N6	UF1	UF2	UF3	UF4	UF5	RT1	RT2	RT3	RT4	RT5	RT6	RT7	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	
85	35957			Fiorano culture				Culture Fiorano												cultura di Fiorano(it)	Fiorano culture(en)	Fiorano cultuur(nl)	ثقافة فيورانو(ar)			Habitat néolithique de la fin du Ve millénaire av. J.-C. qui a donné son nom à une culture répartie en Vénétie et en Emilie. La poterie comprend des plats et pot tronconiques, des vases globulaires, des tasses carénées et des jarres cylindriques. Le décor est fait d'incisions, d'impressions ou de cordons lisses verticaux. Les motifs sont des chevrons, des lignes brisées et des guirlandes. L'industrie lithique regroupe des grattoirs, des lames à dos, des perçoirs et un burin sur encoche latérale caractéristique de cette culture.(Leroi-Gourhan 1994, 407)	
86	12678			Fontbouisse culture				Culture de Fontbouisse												cultura de Fontbouisse(es)	cultura di Fontbouisse(it)	Fontbouisse(en)	Fontbouisse-cultuur(nl)	Fontbouisse-Kultur(de)	ثقافة فونتبواس(ar)	La culture de Fontbouisse tire son nom d'un petit village chalcolithique trouvé à Villevielle (Gard). La céramique est bien cuite ; les formes à fond rond sont décorées de cannelures disposées en guirlandes ou en métopes. Les premiers objet en cuivre sont des perles, des alènes, des lames de poignards et des haches plates. Les habitats de la culture Fontbouisse, regroupant des maisons en pierres sèches, sont dispersés dans la garrigue languedocienne de l'Hérault jusqu'au Rhône. (Leroi-Gourhan 1994, 414)	
87	24556			Gerzéen									Nagada II							Gerzean(en)	Gerzeano(it)	Gerzeense(es)	Gerzeïsche cultuur(nl)	Girza-Kultur(de)	جيرزي(ar)	Phase culturelle chalcolithique nommée d'après le site d'El Gerzeh en basse Egypte, appelée aussi Nagada II. Les armes caractéristiques de cette culture sont les poignards bifides à bord d'attaque en V et les couteaux. Les retouches en vagues couvrant l'ensemble de l'outil sont effectuées après une phase de préparation et de mise en forme de silex par polissage. La céramique, dont le type spécifique est un vase à surface ocre jaune et à décor rouge ou brun, inclut les même forme que les vases en pierre; le décor se compose de spirales, ondulations, virgules ou triangles associés ou non à des bateaux, personnages, gazelles, flamants ou végétaux. La métallurgie du cuivre produit des lames de couteaux et poignards, des haches, des herminettes, des ciseaux ; l'or, l'argent, le fer et le plomb sont utilisés. Le Gerzéen occupe la fin du IVe millénaire, environ 5400 à 5100 BP. (Leroi-Gourhan 1994, 441)	
88	35961			Ghassoulien																Ghassoulian(en)	Ghassoulien(nl)	غسولي(ar)				Le site de Tleilat Ghassoul (Jordanie) a donné son nom à cette culture d'agriculteurs éleveurs connue de -4600 à -3600 dans les plaines basses de Palestine où ils ont introduit le métal. Le premier village fut fondé sur la rive d'un petit courant. Les maisons sont d'abord circulaires et semi-enterrées et deviennent ensuite rectangulaires. La céramique est sombre et lustrée. L'industrie en silex est marquée par de larges grattoirs en éventail sur plaquette. (Leroi-Gourhan 1994, 442-443)	
89	24584			Gord groupe																Gord-groep(nl)	Gord group(en)	Gord-Gruppe(de)	Gord gruppo(it)	grupo Gord(es)	غورد غروب(ar)	Le site d'habitat du Gord (Compiègne, Oise), fouillé en 1977, a permis de définir un ensemble culturel dit  Groupe du Gord  situé vers 4100 BP. D'autres sites confirment l'extension de ce groupe au nord et à l'ouest du Bassin parisien. L'industrie lithique comprend des haches polies en roche verte et en silex, des poignards, des grattoirs, des racloirs, des perçoirs, des flèches tranchantes et des flèches à ailerons et à pédoncule. La poterie est variée, on y trouve des grandes vases tronconiques, à panse parfois galbée, des bols, des coupes et des assiettes à fond rond. Le décor des vases est inexistant à l'exception d'une série d'impressions en triangle sur la paroi d'une assiette. (Leroi-Gourhan 1994,458)	
90	19339			Grossgartach culture									Danubien	Rössen culture						cultura de Grossgartach(es)	Grossgartach cultura(it)	Grossgartach culture(en)	Grossgartach-cultuur(nl)	Grossgartacher Kultur(de)	ثقافة غروسغارتاش(ar)	Groupe culturel du Néolithique danubien qui s'intercale chronologiquement entre le groupe de Hinkelstein et la culture de Rössen. Le site éponyme Grossgartach près de Heilbronn, se trouve dans la vallée du Beckar, fouillé à la fin du XIXe siècle par A. Schliz. (Leroi-Gourhan 1994, 472)	
91	12702			Halaf culture									période de Halaf							cultura Halaf(es)	Halaf cultura(it)	Halaf culture(en)	Halaf-cultuur(nl)	Halaf-Kultur(de)	ثقافة حلف(ar)	Du nom de tell Halaf, elle couvre la période 5500-4500 av. J.-C. Originaire de la Syrie du Nord et du nord-ouest de l'Iraq elle s'étend ensuite jusqu'à la région d'Alep/Gaziantep tandis que sa poterie parvient jusqu'à la côte (Ras Shamra) et à la plaine de l'Amouq. Vers le nord, la culture d'Halaf gagne le piémont du Taurus, et, vers l'est, elle atteint le Zagros. Sa limite sud n'est pas claire. L'architecture se signale par des maisons rondes, dites tholoi mais les constructions rectangulaires sont plus fréquentes. La pierre, la brique crue, les enduits sont utilisés pour bâtir. L'industrie lithique, en obsidienne, silex ou pierre verte, assez banale, produit des faucilles, des couteaux, des haches et beaucoup de petit objets décoratifs (pendeloques, amulettes, cachets) ou autres (figurines animales ou représentant une femme assise). La poterie est le trait le plus distinctif dont l'influence s'étend à de nombreuses cultures périphériques. En s'attachant aux répresentations de bucranes on suppose que l'élevage, en particulier du boeuf, domainait l'économie. Les croyances restent mal connues. Plusieurs types de sépultures se rencontrent : ciste, tombe à puits, inhumation sous les sols, inhumation en jarre après crémation.  (Leroi-Gourhan 1994, 492)	
92	24573			Hamangia																cultura de Hamangia(es)	Hamangia(en)	Hamangia(it)	Hamangia-cultuur(nl)	Hamangia-Kultur(de)	هامانجيا(ar)	Culture du Néolithique moyen (Ve millénaire) du littoral roumain de la mer Noire et notamment du delta du Danube (Dobrudja) où elle constitue la première occupation sédentaire. Elle se caractérise par une poterie décorée d'incisions et d'impressions de peigne, remplies de pâte blanche. Les figurines humaines en argile cuite, souvent assises la tête appuyée sur les bras accoudés sont plastiquement parmi les plus remarquables du Néolithique européen. (Leroi-Gourhan 1994, 494)	
93	24039			Hinkelstein culture									Danubien							cultura Hinkelstein(es)	Hinkelstein cultura(it)	Hinkelstein culture(en)	Hinkelstein-cultuur(nl)	Hinkelstein-Kultur(de)	ثقافة هينكيلستين(ar)	Groupe régional du Néolithique danubien qui succède, dans le Palatinat, en Hesse rhénane et dans le Bade-Wurtemberg, à la culture à Céramique linéaire récente et précède le groupe de Grossgratach. Ce groupe est essentiellement connu par des tombes. Les nécropoles ont livré des sépultures plates à inhumations individuelles allongées sur le dos. Le mobilier funéraire se compose de vases, dont les décors dérivent de ceux de la Céramique linéaire récente, d'outils lithiques et d'éléments de parure. (Leroi-Gourhan 1994, 512)	
94	21690			Horgen																Horgen(en)	Horgen(es)	Horgen(it)	Horgen-cultuur(nl)	Horgener Kultur(de)	هورجين(ar)	La civilisation de Horgen appartient à la fin du IVe millénaire. Reconnue en 1934 par E.Vogt, elle est centrée sur la Suisse occidentale et nord-orientale. L'épicentre de cette civilisation se retrouve vers le lac Zürich et de Constance. Dans cette région, la transition entre Pfyn récent et Horgen ancien pourrait être assurée par des vases à profil en S et barbotine, de tradition Pfyn, et des perforations du rebord qui évoquent le Néolithique final et les caractères horgeniens. L'évolution de la céramique se traduit ensuite par un redressement total des profils. (Leroi-Gourhan 1994, 518)	
95	24124			Jomon																Jomon(en)	Jomon(es)	Jomon(it)	Jomon-cultuur(nl)	Jomon-Kultur(de)	جومون(ar)	Terme japonais s'appliquant à un décor de poterie obtenu par  impression cordée  sur la pâte encore fraîche, il caractérise également la période néolithique précédant celle de Yayoi qui débute vers 300 BC. Dans les phases les plus anciennes (-7500 à -5000 BC.), les populations, encore chasseurs-cueilleurs, connaissaient la poterie. Au Jomon moyen et final, principalement dans le littoral du Pacifique, se développent de petites communautés semi-nomades cultivant le millet. L'habitat semi-enterré se caractérise par des fonds de cabanes avec un foyer et un amas coquilliers. Des chiens, dès 7000 BC. environ, vivaient avec ces chasseur-pêcheurs qui pratiquaient déjà la pêche hauturière et qui, très tôt s'étaient aventurés au large de Tokyo pour leur approvisionnement en obsidienne. À l'origine du Jomon, l'outillage ne différait guère de celui du Pléistocène final si ce n'est par l'abandon progressif des microlames et l'apparition de petites pointes de flèches triangulaires, de haches et d'herminettes qui se retrouvent tout au long du Jomon. Cette culture se caractérise surtout par une remarquable adaptation au milieu et une continuité des techniques sur plus de dix mille ans de son histoire. (Leroi-Gourhan 1994, 561-562)	
96	12757			Karanovo culture				Karanovo 4	Karanovo IV											cultura Karanovo (es)	Karanovo(en)	Karanovo cultura(it)	Karanovo-cultuur(nl)	Karanowo-Kultur(de)	ثقافة كارانوفو(ar)	Tell Mogila de Bulgarie centrale, partiellement fouillé dans les années 1950 et qui constitue le site éponyme et de référence pour l'ensemble des cultures néolithiques et chalcolithiques de la région (Leroi-Gourhan 1994, 573).	
97	151159				Ezero culture			Karanovo 7	Karanovo VII											cultura di Ezero(it)	Esero-Kultur(de)	Ezero culture(en)				Culture de l'âge du Bronze, (3300—2700 av. J.-C.) qui s'est développée sur l'actuel territoire de la Bulgarie et qui doit son nom au site d'Ezero.	
98	24565				Gumelniţa culture			culture de Gumelnița-Kodjadermen-Karanovo	Karanovo 6	Karanovo VI										cultura de Gumelnita(es)	Gumelnita cultura(it)	Gumelnita-cultuur(nl)	Gumelnitsa culture(en)	Gumelnitza-Kultur(de)	ثقافة كوميلنيتا(ar)	Culture du Chalcolithique ancien balkanique (IVe millénaire) qui s'étend sur le sud de la Roumanie, la Bulgarie et les côte égéenne grecque et turque. Elle est caractérisée par l'emploi de la peinture au graphite. Le site éponyme est roumain et est synonyme de Karanovo IV. (Leroi-Gourhan 1994, 478-479)	
99	151157				Kalojanovec culture			Karanovo 4	Karanovo IV											Kalojanovec culture(en)						Culture de la fin du Néolithique moyen de Bulgarie (Ve millénaire) appelée aussi Karanovo IV d'après le site de Karanovo. Encore très peu connue et d'assez courte durée, elle fait la transition entre la culture à céramique lisse non décorée de Veselinovo-Karanovo III et celle riche en décors incisés et peints de Marica-Karanovo V. (Leroi-Gourhan, 1994, 568)	
100	151158				Marica culture			Karanovo 5	Karanovo V											Marica culture(en)						Culture du Néolithique récent balkanique (IVe millénaire), s'étendant sur la Bulgarie et la côte égéenne grecque et turque, et caractérisée par une porterie avec de très riches décors peints au graphite ou incisés. (Leroi-Gourhan, 1994, 690)	
101	151160				Veselinovo culture			Karanovo 3	Karanovo III																	Culture du Néolithique moyen de Bulgarie (Ve millénaire), appelée aussi Karanovo III. Elle se définit essentiellement par une céramique lisse grise ou noire non décorée et s'apparente par là à la culture de Vinča Turdaş qui la jouxte à l'ouest et pose quant à son origine les mêmes problèmes historiques. (Leroi-Gourhan, 1994, 1152)	
102	35963			Khiamien																Khiamian(en)	Khiamien(nl)	خيامي(ar)				Le terme Kiamien a été crée par J. Gonzalès-Echegaray en 1963 pour désigner les niveaux 5 et 4 de ses fouilles à El Khiam. Il a été repris par J. Crowfoot-Payne en 1976 pour désigner une industrie de Néolithique précéramique que R. Neuville avait attribuée au Natoufien (Leroi-Gourhan 1994, 587). D'après la périodisation du Néolithique précéramique levantin établie par les chercheur de la MOM (Aurenche et al. 1981 ; Hours et al. 1994), le Khiamien correspond à la période 2a  (10000-9500 av. J.-C. Calibré). Les sites de cette période ont livré des habitations circulaires semi-enterrées ou construites en plein air (Mureybet II : Cauvin J. 1997, 44 ; Wadi Tumbaq 1 et 3 : Abbès 2008, 2011). Au Levant sud, un village d’une quinzaine de maisons a été découvert à Nahal Oren. Construites contre un terrassement de différents niveaux, les maisons sont de formes circulaires ou ovalaires et parfois de dimensions importantes (5x3 m de diamètre; Stekelis et Yizraely 1963, 4-6). Au Khiamien apparaissent les premières représentations humaines sous forme de figurines en argile ou en pierre. Comme au Natoufien, les débitages sont à la fois laminaires et lamellaires. L'industrie lithique de cette période se distingue de la précédente par l’apparition des premières pointes de flèches, les pointes d’El Khiam (Cauvin J. 1997, 43). Il s’agit de pointes à encoches latérales opposées et à base tronquée ou concave (Cauvin M.-C. 1974). Récemment, la découverte de nouveaux sites en Syrie centrale (Wadi Tumbaq 3) et en Turquie (Gusir Hoyuk) ont révélé des villages khiamiens et PPNA où les microlithes, de tradition épipaléolithique, perdurent pendant ces phases, les pointes de flèches y sont rares. (Abbès 2014).	
103	35965			Körös culture				Culture Koros	Kőrös culture				Starčevo culture	Criș culture						Körös culture(en)	Koros-cultuur(nl)	ثقافة كوروس(ar)				Variante sud-hongroise de la culture néolithique de Starčevo (VIe millénaire), du nom d'un affluent de la Tisza. La céramique est beaucoup plus rarement peinte que celle de Starčevo, mais les formes sont proches. Cette culture est attestée en Roumanie et en Slovaquie orientale. (Leroi-Gourhan 1994, 599)	
104	22516			Lengyel culture																cultura Lengyel (es)	Lengyel cultura(it)	Lengyel culture(en)	Lengyel-cultuur(nl)	Lengyel-Kultur(de)	ثقافة لينجيل(ar)	Culture centre-européenne qui s'étend sur l'ensemble du Néolithique récent et du Chalcolithique ancien (IVe millénaire). Elle couvre principalement la Hongrie de l'Ouest (où se trouve le site éponyme), la Slovaquie sud-occidentale, la Moravie, l'Autriche orientale (la Basse-Autriche) et le sud de la Pologne (Leroi-Gourhan 1994, 643-644).	
105	24569			Lüscherz culture				Lausitz culture	Lausitzer											cultura Lüscherz(es)	Lüscherz(de)	Lüscherz cultura(it)	Lüscherz culture(en)	Lüscherz-cultuur(nl)	ثقافة لوشيرز(ar)	Le groupe de Lüscherz constitue une entité du Néolithique final de Suisse Occidentale. Il se développe sur les lacs de Neuchâtel, Bienne et Morat, au milieu du IIIe millénaire. Lüscherz est caractérisé par son style céramique avec gobelets et jarres à fond rond, et des pastilles écrasées au doigt et appliquées sous le rebord (Leroi-Gourhan 1994, 665).	
106	150034			Malice culture																Malice culture(en)	ثقافة ماليس(ar)					Culture néolithique du Sud de la Pologne (5e Millénaire-3800 av. J.-C.) appartenant au complexe à céramique pointillée. Ce fut la première culture originaire du Nord des Carpates à se développer vers le Sud. (D'après Wikipédia)	
107	19342			Matignons culture				Culture des Matignons	Les Matignons culture											cultura Matignons(es)	Matignons cultura(it)	Matignons culture(en)	Matignons-cultuur(nl)	Matignons-Kultur(de)	ثقافة ماتينيون(ar)	Les fouilles aux Matignons (Juillac-le-Coq, Charente) en 1960, ont mis au jour l'existence d'un premier camp attribué à la culture des Matignons et d'un second camp rattaché au cycle peu-richardien. Le matériel du premier camp date de 2700 BC. La poterie comprend des vases à fond rond, des écuelles carénées, des bouteilles, des assiettes et des vases à fond plat. L'industrie lithique regroupe des pointes de flèches tranchantes à retouches envahissantes, des haches polie en silex, des grattoirs, des racloirs, des couteaux... L'agriculture et l'élevage caractérisent l'économie de cette culture, reconnue sur les collines calcaires de la région de Cognac et en Charente-Maritime le long de la Gironde, à Barzan, à Semussac et à Ors (Leroi-Gourhan 1994, 700).	
108	177678			Mérimdé culture																Merimde cultura(it)	Merimde culture(en)	Merimde-Kultur(de)	Merimdense(es)	مرمدة بني سلامة(ar)		Culture néolithique qui correspond à la phase ultérieure de la culture du Fayoum A et à la culture Badari en Égypte pré-dynastique. Il est estimé que cette culture a évolué entre 4800 et 4300 av. J.-C. (Wikipédia)	
109	12813			Michelsberg				Culture de Michelsberg	Michelsberg culture				NMB	Pfyn culture						Michelsberg(en)	Michelsberg(es)	Michelsberg(it)	Michelsberg(nl)	Michelsberger Kultur(de)	ميشيلزبيرغ(ar)	Culture qui appartient à la famille des cultures aux Gobelets en Entonnoir et qui succède principalement à la culture de Rössen. Nommée d'après l'habitat fortifié de Michelsberg, Bade-Wurtemberg, cette culture s'étend de la Bohême et de la région de Salzburg en Autriche à l'est jusque dans le Bassin parisien et la Belgique à l'ouest et de la Westphalie au nord jusqu'en Suisse au sud. Les rites funéraires sont variés et complexes puisque sont attestées des inhumation individuelles, allongées, fléchies ou en position assise. Les tombes peuvent être protégées par quelques pierres ou dalles de pierre. Les première inhumation multiple sont attestées dans des grottes, diaclases, puits, coffres en pierre, dans des fosses d'habitat ou des fossés. Parmi les habitats on distingue deux catégories principales : les sites de hauteur, fortifiés par des remparts, fossés et palissades, comme le Michelsberg ou Munzingen-Tuniberg, et les villages sur sol humide, comme Ehrenstien ou Thayngen, avec de petites maisons rectangulaires.(Leroi-Gourhan 1994, 719)	
110	24549			Montbolo culture																cultura Montbolo(es)	Montbolo cultura(it)	Montbolo culture(en)	Montbolo-cultuur(nl)	Montbolo-Gruppe(de)	ثقافة مونتبولو(ar)	La Balma de Montbolo (Vallespir, Pyrénées Orientales) a été fouillée en 1969 et 1970. Cette grotte a révélé une culture de transition entre le Néolithique ancien et le Néolithique moyen (Chasséen). Le groupe de Montbolo connaissait l'agriculture, mais pratiquait surtout l'élevage du mouton, de la chèvre, du bœuf et du porc. La poterie, en grande partie non décorée, constitue l'élément le plus caractéristique : les formes sont sphériques, ovoïdes, ou hémisphériques ; les écuelles carénées sont plus rares. La culture de Montbolo a été reconnue dans des grottes de la partie orientale des Pyrénées et jusqu'en Ariège, dans le Roussillon et en Catalogne. Sa présence est également attestée au Levante espagnol à la Coveta de l'Or (D'après Leroi-Gourhan 1994, 736).	
111	35278			Nagada culture									époque prédynastique égyptienne							Naqada cultura(es)	Naqada cultura(it)	Naqada culture(en)	Naqada-cultuur(nl)	Naqada-Kultur(de)	ثقافة نقادة(ar)	La chronologie adoptée pour la culture de Nagada est celle de Werner Kaiser qui se substitue à celle de William Flinders Petrie. (ES)	Horizon culturel chalcolithique nommé d'après une nécropole de haute Egypte de 2200 tombes. La fouille de nombreux autres sites, presque tous des cimetières, a permis à W. Kaiser de définir trois phases principales d'évolution : I, II, III (Leroi-Gourhan 1994, 764).
112	150941				Nagada I			Amratien	prédynastique moyen				Prédynastique ancien							Naqada 1(en)	نقادة 1(ar)					- 4400 à - 3500 av. J.-C.	
113	150943				Nagada II								Prédynastique récent	Gerzéen						Naqada 2(en)	نقادة 2(ar)					- 3500 à -3200 av. J.-C.	
114	150945				Nagada III								Protodynastique							Naqada 3(en)	نقادة 3(ar)					- 3200 à - 3000 av. J.-C.	
115	22352			NMB				Néolithique moyen bourguignon					Chasséen	Cortaillod culture	Lingons	Michelsberg				Néolithique Moyen Bourguignon(de)	NMB(en)	NMB(es)	NMB(it)	NMB(nl)	نيوليت بورغينيون الوسيط(ar)	Ce terme désigne en Franche-comté et en Bourgogne, l'horizon correspondant au Michelsberg, au Chasséen, et au Cortaillod (fin du IVe, début du IIIe millénaire). L'économie témoigne des phénomènes caractéristiques dans l'ensemble de l'Europe de cette période, considérés comme constitutifs de la  chalcolithisation  : apparition des habitats en positions défensives et fortifiés, recrudescence de la chasse, échange de matière première à longue distance, transformation des rites funéraires, différenciation sociale. Les fouilles à Clairvaux dans le Jura ont mis au jour des habitats lacustres sous forme de rangées quadrangulaires en bois, ainsi que des donnés essentielles sur les objets en matière organique préservés dans des conditions exceptionnelles. Il semble que pour des raisons défensives, ces habitats ont été construits sur une zone marécageuse au bord de l'eau. Les sépultures, peu connues, ont livré des inhumations sous tumulus (Leroi-Gourhan 1994, 777-778).	
116	19619			Noyen culture																cultura Noyen(es)	Noyen cultura(it)	Noyen culture(en)	Noyen-cultuur(nl)	Noyen-Kultur(de)	ثقافة نوايان(ar)	Important habitat d'un faciès méridional du Michelsberg, situé sur la rive gauche de la Seine (Seine-et-Marne). L’intérêt majeur du site est la conservation partielle de niveau d'habitats. La céramique appartient à une phase ancienne où l'influence du Chasséen est marquée et on pale ainsi de  groupe de Noyen . On note des tombes contemporaines ainsi que des groupes antérieurs de Cerny. (Leroi-Gourhan 1994, 789-790)	
117	12845			Obeid culture									période d'Obeid							cultura di Ubaid(it)	Obeid(de)	Obeid(es)	Obeidcultuur(nl)	Ubeid(en)	عُبَيد(ar)	Le site d'Obeid situé à 10 km à l'ouest d'Ur, sur la rive droite de l'Euphrate a donné son nom à la culture chalcolithique qui y a été identifiée. (Leroi-Gourhan 1994, 797-798)	
118	12849			Omalien									Rubané							Omaliano(it)	Omalien(de)	Omalien(nl)	Omaliense(es)	Umalian(en)	أومالي(ar)	En Belgique, la civilisation rubanée est souvent désignée du terme d’Omalien  d’après  le  nom  du village d’Omal,  en  Hesbaye,  où  d’importantes découvertes furent effectuées à la fin du siècle dernier.  L’Omalien ne résulte pas de l’évolution sur place de populations locales mais plutôt de l’arrivée, vers 5400 av. J. C., de groupes néolithiques porteurs d'un nouveau mode  de  vie. L’Omalien  semble  avoir perduré jusque vers 4 800 av. J. C. (AUZEUR H. 1987, 4, Préhistoire de Belgique, les premiers agriculteurs en Belgique).  Le terme  Omalien  est aujourd'hui abandonné au profit de celui de Rubané.	
119	24550			Ozieri culture																cultura Ozieri (es)	Ozieri cultura(it)	Ozieri culture(en)	Ozieri-cultuur(nl)	Ozieri-Kultur(de)	ثقافة أوزييري(ar)	La culture néolithique d'Ozieri s'est répandue dans une grande partie de la Sardaigne. Elle est connue par des habitations en plein air et par des centaines d'hypogées (tombes creusées dans le sol). La poterie est caractérisée par un décor gravé de traits droits et curvilignes se combinant en bandes horizontales et verticales, en guirlandes, en spirales. Les formes sont des coupes hémisphériques, des vases biconiques et globulaires, des plats et des vases à pieds. (Leroi-Gourhan 1994, 824)	
120	19343			Peu-Richardien									Néolithique final							Peu-Richard culture(en)	Peu-Richardien(de)	Peu-Richardien(it)	Peu-Richardien(nl)	Peu-Richardiense(es)	بو ريشاردي(ar)	Cette culture du Néolithique final a été définie à partir du site de Peu-Richard (Thénac, Charante-Maritime). Elle occupe une région qui va de la Gironde à la Loire, avec une concentration des sites en Saintonge (Leroi-Gourhan 1994, 863).	
121	24567			Pfyn culture									Michelsberg							cultura Pfyn(es)	Pfyn culture(en)	Pfyn culture(it)	Pfyn-cultuur(nl)	Pfyner Kultur(de)	ثقافة بفين(ar)	La culture de Pfyn, du site éponyme suisse, considérée auparavant comme un faciès régional du Michelsberg, a été retenue comme groupe culturel par J. Driehaus en 1960. Il s'agit de la civilisation du Néolithique moyen suisse la mieux connue car l'essentiel des habitats fouillés sont en rives de lacs ou dans des petits bassins tourbeux. La céramique permet de définir une phase ancienne (avant 3850 av. J.-C.) avec céramique carénée à parois minces. La phase moyenne (3850-3700 av. J.-C.) voit se développer une poterie plus grossière, couverte de barbotine, où apparaissent des plats et des gobelets, en plus des jarres et des cruches. À la phase récente (après 3700 av. J.-C.) les profils deviennent de moins en moins galbés et les parois plus épaisses, tendant vers le Horgen (Leroi-Gourhan 1994, 863-864).	
122	19346			Pressignien																Grand Pressigny(it)	Grand-Pressigny(nl)	Grand-Pressigny method(en)	Grand Pressigny (Methode)(de)	Gran Pressigny(es)	بريسينيي(ar)	Au Grand-Pressigny (Indre-et-Loire), les hommes préhistoriques de toute les époques ont reconnu la qualité de silex local qu'il sont utilisé, l'apogée des ateliers de taille correspond à une large diffusion vers le Bassin parisien, la Belgique et les Pays-Bas durant le Néolithique final (Leroi-Gourhan 1994, 462-463).	
123	24585			Remedello culture																cultura Remedello(es)	Remedello cultura(it)	Remedello culture(en)	Remedello-cultuur(nl)	Remedello-Kultur(de)	ثقافة روميديللو(ar)	Dans la plaine du Pô, et dans tout le nord d'Italie, la culture chalcolithique de Romedello se développe au cours de la seconde moitié du IIIe millénaire avant notre ère. Les habitats sont encore mal connus. Les nécropoles sont riches, notamment à Romedello, près de Brescia, qui contenait 119 tombes. Les offrandes y étaient variées : les pointes de flèches foliacées ou à ailerons et pédoncule, tout comme les poignards en silex présentant les mêmes larges retouches envahissantes. Les lames de poignard en cuivre sont triangulaires avec parfois un bourrelet axial. Les haches plates et quelques parures sont également en cuivre (Leroi-Gourhan 1994, 932).	
124	24568			Rinaldone																Rinaldone(en)	Rinaldone(es)	Rinaldone(it)	Rinaldone(nl)	Rinaldone-Kultur(de)	رينالدون(ar)	La culture chalcolithique de Rinaldone s'est développée en Italie pendant la seconde moitié du IIIe millénaire avant notre ère. La poterie de couleur brune, les formes caractéristiques sont des bouteilles à fond rond ou aplati, de hautes cruches, des tasses et des jattes carénées. Des poignards en silex présentent des languettes retouchées sur les deux faces. Les objets en cuivre sont assez variés : lames de poignard, triangulaires à rivet et à nervure axiale, hallebardes... (Leroi-Gourhan 1994, 942-943).	
125	178441			Řivnač culture																Řivnač culture(en)						Culture de la fin du Chalcolithique moyen de Bohême - IIIe millénaire - liée à la culture des Gobelets en entonnoir. elle succède sur place à la culture de Baden.  (Leroi-Gourhan 1994, 945)	
126	19345			Rössen culture									Danubien	Grossgartach culture						cultura de Rössen(es)	Rössen cultura(it)	Rössen culture(en)	Rössen-cultuur(nl)	Rössener Kultur(de)	ثقافة روسن(ar)	Culture du Néolithique dont l'origine dérive de celle de Grossgartatch et qui pendant son évolution au Néolithique récent s'étend progressivement jusqu'à l'Atlantique, la basse plaine du nord de l'Allemagne, la région de Saale-Elbe, la Bavière, la Suisse, et le Bassin parisien. Une périodisation en trois étapes principales résulte d'une analyse des ensembles clos de la nécropole éponyme. Elle permet de démontrer que la culture de Rössen, durant sont étape finale, pénètre dans des zones qui ne sont pas encore néolithisées (Leroi-Gourhan 1994, 958).	
127	35798				Epi-Rössen			Epirössen												Epi-Rössen(nl)	إبِّ روسن(ar)					2900/2600 en Allemagne	
128	12909			Rubané				civilisation rubanée	Culture rubanée	LBK	Rubané culture		Danubien	Omalien	céramique rubanée					Bandkeramiek(nl)	Cultura de la cerámica de bandas(es)	Cultura della ceramica lineare(it)	Linearbandkeramik(de)	Linear Pottery Culture(en)	رُباني(ar)	Le terme de Rubané ou Céramique linéaire désigne le Néolithique le plus ancien de l'Europe centrale. Le mot Bandkeramik a été introduit en 1903 par F. Klopfleisch pour désigner les différents styles du décor céramique connus à l'époque (céramique cordée, céramique des mégalithes...). Actuellement, le terme renvoie à une culture néolithique qui s'étend de la mer Noire jusqu'à l'Atlantique et qui se définit par l'ensemble de ses manifestations : son mode d'habitat, son rituel funéraire, son économie, et son idéologie. Dans cette vaste région on distingue au moins deux unités principales : la Céramique linéaire orientale et la Céramique linéaire occidentale. (Leroi-Gourhan 1994, 216)	
129	38524				Céramique décorée au poinçon culture			Danube moyen culture	Danubien Ib culture	STbK	STK									Cultura della ceramica decorata a punzone(it)	Stichbandkeramik(de)	Stroked pottery culture (en)	ثقافة الخزف المزخرف بالمخرز(ar)			La culture de la céramique décorée au poinçon ou (en allemand) Stichbandkeramik (abrégé en STK ou STbK), Danubien Ib culture de Vere Gordon Childe, ou culture du Danube moyen est le successeur de la culture de la céramique linéaire (culture rubanée), une manifestation archéologique majeure de l'Europe centrale néolithique. Elle s'épanouit vers 4600-4400 av. J.-C., en Silésie, en Allemagne de l'est et au nord de la République tchèque, elle cohabite avec la culture de Lengyel au sud et avec la culture de Rössen à l'ouest. (Wikipédia)	
130	24554				Céramique pointillée															Cerámica puntillada(es)	Cultura della ceramica decorata a punzone(it)	Stichbandkeramik(de)	Stichbandkeramik(nl)	Stroke-ornamented ware culture(en)	خزف منقط(ar)	Culture du Néolithique récent qui s'enracine dans la culture à Céramique Linéaire tardive de la région de l'Elbe. Elle occupe un territoire qui comprend la Bohême, l'est de l'Allemagne, la Pologne, la Moravie, la Bavière et l'Autriche. Les techniques du décor céramique, à savoir les impressions simples doubles, multiples ou le pointillé-silloné, sont à l'origine de la dénomination de cette culture. (Leroi-Gourhan 1994, 217).	
131	12910				Rubané récent															Danubiano tardío(es)	Late Bandkeramiek(nl)	Late Danubian culture(en)	Lineare recente(it)	späte Linearbandkeramik(de)	رُباني حديث(ar)		
